student_id,gender,age,degree,branch,cgpa,backlogs,internships,certifications,coding_skills,communication_skills,project_count,internship_status,certification_status,placement_status,package_lpa,company_name,has_internship,has_certification,placement_year,total_skill_score,academic_performance_index,employability_score,placement_risk_score,risk_band,eligible_for_shortlist,student_intervention,intervention_priority
374,Female,21,BE,Computer Science,5.69,3,3,4,3,8,2,Yes,Yes,Placed,8.44,Infosys,1,1,2022,11,41.900000000000006,12.676,25.9,Low,0,Maintain momentum and continue interview prep,Track
375,Male,23,BCA,Computer Science,6.09,3,0,3,10,10,4,No,Yes,Placed,11.23,Cognizant,0,1,2023,20,45.9,10.436,7.5,Low,0,Maintain momentum and continue interview prep,Track
376,Female,20,BCA,Artificial Intelligence,6.68,1,0,2,8,5,3,No,Yes,Placed,10.58,Infosys,0,1,2019,13,61.8,7.872,8.9,Low,0,Maintain momentum and continue interview prep,Track
377,Female,20,BE,Artificial Intelligence,8.22,1,3,2,2,8,0,Yes,Yes,Placed,8.95,Accenture,1,1,2020,10,77.2,13.288,2.7,Low,0,Maintain momentum and continue interview prep,Track
378,Male,23,BSc,Information Technology,9.7,0,1,1,5,7,4,Yes,Yes,Placed,12.89,Meta,1,1,2021,12,97.0,10.68,0.0,Low,1,Maintain momentum and continue interview prep,Track
379,Female,24,BTech,Information Technology,6.01,1,2,0,8,10,5,Yes,No,Placed,12.17,Amazon,1,0,2022,18,55.099999999999994,13.604,0.0,Low,0,Maintain momentum and continue interview prep,Track
380,Male,20,BE,Electrical Engineering,6.11,2,1,0,9,5,1,Yes,No,Placed,9.43,Infosys,1,0,2023,14,51.1,10.044,24.3,Low,0,Maintain momentum and continue interview prep,Track
381,Female,20,BCA,Artificial Intelligence,7.09,3,1,4,7,5,5,Yes,Yes,Placed,12.4,Amazon,1,1,2019,12,55.900000000000006,9.636000000000001,14.5,Low,0,Maintain momentum and continue interview prep,Track
382,Female,23,BE,Computer Science,9.1,2,3,1,9,6,1,Yes,Yes,Placed,13.45,Adobe,1,1,2020,15,81.0,15.64,0.0,Low,0,Maintain momentum and continue interview prep,Track
383,Female,20,BSc,Data Science,7.51,1,1,0,9,3,5,Yes,No,Placed,12.49,Meta,1,0,2021,12,70.1,9.804,0.0,Low,0,Maintain momentum and continue interview prep,Track
384,Male,24,BE,Artificial Intelligence,6.88,0,0,3,8,6,5,No,Yes,Placed,11.54,Cognizant,0,1,2022,14,68.8,8.352,0.0,Low,1,Maintain momentum and continue interview prep,Track
385,Male,24,BE,Computer Science,7.91,2,2,4,7,5,3,Yes,Yes,Placed,11.73,Infosys,1,1,2023,12,69.1,11.964,0.0,Low,0,Maintain momentum and continue interview prep,Track
386,Female,24,BE,Artificial Intelligence,6.62,1,2,0,6,7,3,Yes,No,Placed,10.46,Cognizant,1,0,2019,13,61.2,11.848,0.0,Low,0,Maintain momentum and continue interview prep,Track
387,Male,21,BE,Mechanical Engineering,7.22,3,2,2,3,7,2,Yes,Yes,Placed,9.0,Infosys,1,1,2020,10,57.2,10.888,31.7,Low,0,Maintain momentum and continue interview prep,Track
388,Male,24,BCA,Artificial Intelligence,6.93,1,1,2,8,9,5,Yes,Yes,Placed,13.2,Amazon,1,1,2021,17,64.3,11.572000000000001,0.0,Low,0,Maintain momentum and continue interview prep,Track
389,Male,24,BE,Electrical Engineering,8.96,3,2,0,3,8,1,Yes,No,Placed,11.07,Infosys,1,0,2022,11,74.60000000000001,11.984000000000002,26.2,Low,0,Maintain momentum and continue interview prep,Track
390,Male,21,BSc,Mechanical Engineering,9.47,0,2,5,9,6,5,Yes,Yes,Placed,15.92,Meta,1,1,2023,15,94.7,13.788,0.0,Low,1,Maintain momentum and continue interview prep,Track
391,Male,22,BE,Computer Science,8.77,3,0,5,9,5,2,No,Yes,Placed,12.67,Adobe,0,1,2019,14,72.69999999999999,9.108,14.4,Low,0,Maintain momentum and continue interview prep,Track
392,Male,20,BE,Mechanical Engineering,7.39,1,3,2,10,7,5,Yes,Yes,Placed,14.19,Amazon,1,1,2020,17,68.89999999999999,15.756,0.0,Low,0,Maintain momentum and continue interview prep,Track
393,Female,24,BCA,Artificial Intelligence,7.67,0,3,3,10,5,5,Yes,Yes,Placed,14.43,Amazon,1,1,2021,15,76.7,15.068,0.0,Low,1,Maintain momentum and continue interview prep,Track
394,Female,20,BCA,Mechanical Engineering,6.04,3,0,4,9,9,5,No,Yes,Placed,11.25,Accenture,0,1,2022,18,45.4,9.616,8.8,Low,0,Maintain momentum and continue interview prep,Track
395,Male,23,BE,Electrical Engineering,8.71,3,0,3,4,8,0,No,Yes,Placed,8.66,Capgemini,0,1,2023,12,72.10000000000001,8.284,37.7,Medium,0,Strengthen projects and communication,Monitor
396,Female,20,BCA,Data Science,8.06,2,3,2,9,6,4,Yes,Yes,Placed,13.32,Amazon,1,1,2019,15,70.60000000000001,15.224,0.0,Low,0,Maintain momentum and continue interview prep,Track
397,Female,21,BCA,Mechanical Engineering,9.38,3,1,0,2,4,3,Yes,No,Placed,8.97,Cognizant,1,0,2020,6,78.80000000000001,8.152000000000001,39.7,Medium,0,Strengthen projects and communication,Monitor
398,Female,20,BE,Electrical Engineering,6.36,1,0,0,1,9,0,No,No,Placed,3.0,Wipro,0,0,2021,10,58.6,6.5440000000000005,42.8,Medium,0,Strengthen projects and communication,Monitor
399,Female,20,BCA,Mechanical Engineering,8.77,0,2,4,8,6,5,Yes,Yes,Placed,13.99,Amazon,1,1,2022,14,87.69999999999999,13.108,0.0,Low,1,Maintain momentum and continue interview prep,Track
400,Male,20,BTech,Information Technology,8.44,1,0,2,6,8,3,No,Yes,Placed,11.0,Capgemini,0,1,2023,14,79.39999999999999,8.976,0.0,Low,0,Maintain momentum and continue interview prep,Track
401,Female,22,BTech,Data Science,6.64,3,1,2,10,4,5,Yes,Yes,Placed,13.24,Google,1,1,2019,14,51.39999999999999,10.256,12.2,Low,0,Maintain momentum and continue interview prep,Track
402,Female,22,BTech,Computer Science,8.37,1,0,2,9,6,3,No,Yes,Placed,10.6,Accenture,0,1,2020,15,78.69999999999999,9.347999999999999,0.0,Low,0,Maintain momentum and continue interview prep,Track
403,Male,23,BCA,Electrical Engineering,9.47,2,2,1,9,7,5,Yes,Yes,Placed,14.07,Microsoft,1,1,2021,16,84.7,14.188,0.0,Low,0,Maintain momentum and continue interview prep,Track
404,Male,21,BTech,Mechanical Engineering,9.45,1,0,0,3,7,4,No,No,Placed,10.69,Accenture,0,0,2022,10,89.5,7.779999999999999,6.3,Low,0,Maintain momentum and continue interview prep,Track
405,Female,20,BSc,Data Science,8.59,0,0,2,2,6,1,No,Yes,Placed,7.32,Wipro,0,1,2023,8,85.9,6.636,14.5,Low,1,Maintain momentum and continue interview prep,Track
406,Female,20,BTech,Computer Science,5.71,0,0,4,7,7,4,No,Yes,Placed,9.31,Infosys,0,1,2019,14,57.1,7.884,0.0,Low,0,Maintain momentum and continue interview prep,Track
407,Female,20,BSc,Data Science,9.25,3,3,5,5,5,1,Yes,Yes,Placed,12.36,Amazon,1,1,2020,10,77.5,13.7,7.5,Low,0,Maintain momentum and continue interview prep,Track
408,Female,20,BCA,Electrical Engineering,8.33,0,3,1,10,6,5,Yes,Yes,Placed,15.55,Meta,1,1,2021,16,83.3,15.732000000000001,0.0,Low,1,Maintain momentum and continue interview prep,Track
409,Female,22,BTech,Information Technology,6.83,1,1,2,6,7,3,Yes,Yes,Placed,10.75,Capgemini,1,1,2022,13,63.3,9.932,2.0,Low,0,Maintain momentum and continue interview prep,Track
410,Female,23,BSc,Electrical Engineering,6.31,3,3,0,5,7,1,Yes,No,Placed,8.67,Capgemini,1,0,2023,12,48.099999999999994,13.324000000000002,29.1,Low,0,Maintain momentum and continue interview prep,Track
411,Male,24,BCA,Electrical Engineering,6.0,1,1,5,4,8,0,Yes,Yes,Placed,7.24,Wipro,1,1,2019,12,55.0,9.200000000000001,18.0,Low,0,Maintain momentum and continue interview prep,Track
412,Female,21,BTech,Computer Science,5.72,2,3,1,1,5,1,Yes,Yes,Not Placed,0.0,Unplaced,1,1,2020,6,47.199999999999996,10.688,40.7,Medium,0,Strengthen projects and communication,Monitor
413,Female,20,BE,Computer Science,8.74,1,1,3,4,4,5,Yes,Yes,Placed,11.73,Cognizant,1,1,2021,8,82.4,8.696000000000002,0.0,Low,0,Maintain momentum and continue interview prep,Track
414,Male,23,BTech,Mechanical Engineering,6.51,0,1,4,10,8,5,Yes,Yes,Placed,13.39,Meta,1,1,2022,18,65.1,11.804,0.0,Low,1,Maintain momentum and continue interview prep,Track
415,Male,24,BTech,Artificial Intelligence,5.6,0,1,0,3,7,0,Yes,No,Not Placed,0.0,Unplaced,1,0,2023,10,56.0,8.24,25.4,Low,0,Maintain momentum and continue interview prep,Track
416,Male,23,BTech,Electrical Engineering,7.21,2,0,3,3,5,1,No,Yes,Placed,7.65,Cognizant,0,1,2019,8,62.099999999999994,6.0840000000000005,43.7,Medium,0,Strengthen projects and communication,Monitor
417,Male,22,BE,Computer Science,7.58,3,0,0,5,9,3,No,No,Placed,8.52,Capgemini,0,0,2020,14,60.8,8.632000000000001,31.5,Low,0,Maintain momentum and continue interview prep,Track
418,Female,24,BSc,Electrical Engineering,6.23,0,1,4,1,7,0,Yes,Yes,Placed,6.03,Tech Mahindra,1,1,2021,8,62.300000000000004,7.692,21.6,Low,0,Maintain momentum and continue interview prep,Track
419,Female,23,BSc,Electrical Engineering,5.69,0,1,2,6,8,2,Yes,Yes,Placed,7.79,Accenture,1,1,2022,14,56.900000000000006,9.876000000000001,0.0,Low,0,Maintain momentum and continue interview prep,Track
420,Female,22,BE,Computer Science,6.31,0,0,3,2,7,1,No,Yes,Placed,5.68,Tech Mahindra,0,1,2023,9,63.099999999999994,6.1240000000000006,23.1,Low,0,Maintain momentum and continue interview prep,Track
421,Female,23,BTech,Information Technology,8.42,2,2,3,1,10,0,Yes,Yes,Placed,7.59,Capgemini,1,1,2019,11,74.2,11.768,17.5,Low,0,Maintain momentum and continue interview prep,Track
422,Female,23,BTech,Information Technology,5.85,2,0,1,8,9,2,No,Yes,Placed,8.95,Infosys,0,1,2020,17,48.5,9.14,19.9,Low,0,Maintain momentum and continue interview prep,Track
423,Female,24,BTech,Electrical Engineering,7.89,0,1,2,10,6,5,Yes,Yes,Placed,12.14,Google,1,1,2021,16,78.89999999999999,11.556000000000001,0.0,Low,1,Maintain momentum and continue interview prep,Track
424,Male,22,BSc,Information Technology,6.13,3,0,4,3,8,5,No,Yes,Placed,8.83,Capgemini,0,1,2022,11,46.3,6.852,35.2,Medium,0,Strengthen projects and communication,Monitor
425,Female,20,BSc,Electrical Engineering,6.34,0,3,5,6,7,5,Yes,Yes,Placed,12.59,Meta,1,1,2023,13,63.4,13.736,0.0,Low,0,Maintain momentum and continue interview prep,Track
426,Male,21,BE,Mechanical Engineering,7.19,1,1,1,2,9,4,Yes,Yes,Placed,8.41,Accenture,1,1,2019,11,66.9,9.276,7.9,Low,0,Maintain momentum and continue interview prep,Track
427,Male,24,BCA,Computer Science,5.93,1,0,3,5,5,0,No,Yes,Not Placed,0.0,Unplaced,0,1,2020,10,54.3,6.372,35.4,Medium,0,Strengthen projects and communication,Monitor
428,Female,22,BE,Electrical Engineering,6.24,3,3,0,9,8,4,Yes,No,Placed,11.5,Capgemini,1,0,2021,17,47.400000000000006,15.296000000000001,0.0,Low,0,Maintain momentum and continue interview prep,Track
429,Male,23,BSc,Information Technology,7.0,0,0,4,7,8,4,No,Yes,Placed,10.57,Accenture,0,1,2022,15,70.0,8.8,0.0,Low,1,Maintain momentum and continue interview prep,Track
430,Female,22,BTech,Information Technology,6.92,3,0,1,4,4,2,No,Yes,Placed,8.48,Accenture,0,1,2023,8,54.2,5.968,56.5,Medium,0,Strengthen projects and communication,Monitor
431,Male,21,BTech,Data Science,8.72,1,2,5,3,5,1,Yes,Yes,Placed,10.74,Infosys,1,1,2019,8,82.2,10.688,2.7,Low,0,Maintain momentum and continue interview prep,Track
432,Female,21,BTech,Data Science,5.82,0,0,2,9,3,4,No,Yes,Placed,10.08,Accenture,0,1,2020,12,58.2,7.128000000000001,0.1,Low,0,Maintain momentum and continue interview prep,Track
433,Male,20,BTech,Information Technology,9.2,0,0,5,4,6,1,No,Yes,Placed,10.3,Infosys,0,1,2021,10,92.0,7.68,0.0,Low,1,Maintain momentum and continue interview prep,Track
434,Female,20,BCA,Mechanical Engineering,9.01,1,2,0,5,8,5,Yes,No,Placed,11.94,Capgemini,1,0,2022,13,85.1,12.804,0.0,Low,0,Maintain momentum and continue interview prep,Track
435,Female,21,BE,Artificial Intelligence,8.79,3,0,1,6,9,3,No,Yes,Placed,10.17,Cognizant,0,1,2023,15,72.89999999999999,9.516,18.3,Low,0,Maintain momentum and continue interview prep,Track
436,Female,24,BE,Electrical Engineering,6.83,3,2,4,10,7,2,Yes,Yes,Placed,12.66,Adobe,1,1,2019,17,53.3,13.532,2.0,Low,0,Maintain momentum and continue interview prep,Track
437,Female,24,BSc,Data Science,9.04,2,3,0,5,9,3,Yes,No,Placed,11.58,Cognizant,1,0,2020,14,80.39999999999999,15.216000000000001,0.0,Low,0,Maintain momentum and continue interview prep,Track
438,Female,23,BE,Electrical Engineering,6.29,2,2,1,9,4,5,Yes,Yes,Placed,11.95,Cognizant,1,1,2021,13,52.9,11.716000000000001,0.3,Low,0,Maintain momentum and continue interview prep,Track
439,Male,20,BCA,Data Science,6.03,2,3,1,1,4,0,Yes,Yes,Not Placed,0.0,Unplaced,1,1,2022,5,50.300000000000004,10.412,45.8,Medium,0,Strengthen projects and communication,Monitor
440,Male,23,BCA,Computer Science,5.69,3,2,5,6,6,3,Yes,Yes,Placed,11.02,Accenture,1,1,2023,12,41.900000000000006,11.076,21.9,Low,0,Maintain momentum and continue interview prep,Track
441,Male,20,BCA,Computer Science,9.54,0,3,4,4,7,1,Yes,Yes,Placed,11.88,Accenture,1,1,2019,11,95.39999999999999,14.216000000000001,0.0,Low,1,Maintain momentum and continue interview prep,Track
442,Female,21,BTech,Information Technology,6.82,0,0,2,4,6,3,No,Yes,Placed,8.07,Cognizant,0,1,2020,10,68.2,6.728,9.1,Low,1,Maintain momentum and continue interview prep,Track
443,Male,24,BSc,Computer Science,9.45,2,3,0,3,3,0,Yes,No,Placed,9.89,Cognizant,1,0,2021,6,84.5,12.18,22.3,Low,0,Maintain momentum and continue interview prep,Track
444,Female,24,BCA,Computer Science,6.67,3,3,5,5,6,2,Yes,Yes,Not Placed,0.0,Unplaced,1,1,2022,11,51.7,13.068000000000001,16.0,Low,0,Maintain momentum and continue interview prep,Track
445,Female,21,BE,Artificial Intelligence,9.4,2,1,1,8,5,5,Yes,Yes,Placed,13.96,Google,1,1,2023,13,84.0,10.96,0.0,Low,0,Maintain momentum and continue interview prep,Track
446,Male,23,BE,Mechanical Engineering,9.39,3,3,5,4,8,1,Yes,Yes,Placed,12.54,Adobe,1,1,2019,12,78.9,14.556000000000001,1.7,Low,0,Maintain momentum and continue interview prep,Track
447,Male,23,BE,Information Technology,9.47,3,0,5,7,7,3,No,Yes,Placed,12.36,Amazon,0,1,2020,14,79.7,9.388000000000002,8.2,Low,0,Maintain momentum and continue interview prep,Track
448,Female,22,BCA,Artificial Intelligence,7.63,2,1,5,8,5,1,Yes,Yes,Placed,10.95,Cognizant,1,1,2021,13,66.3,10.252,9.2,Low,0,Maintain momentum and continue interview prep,Track
449,Male,20,BCA,Information Technology,9.22,0,1,4,5,6,1,Yes,Yes,Placed,10.66,Cognizant,1,1,2022,11,92.2,10.088000000000001,0.0,Low,1,Maintain momentum and continue interview prep,Track
450,Female,23,BE,Mechanical Engineering,9.59,0,2,1,10,5,5,Yes,Yes,Placed,15.0,Amazon,1,1,2023,15,95.9,13.836,0.0,Low,1,Maintain momentum and continue interview prep,Track
451,Female,21,BCA,Information Technology,6.9,3,3,4,1,6,0,Yes,Yes,Placed,7.01,TCS,1,1,2019,7,54.0,11.56,40.6,Medium,0,Strengthen projects and communication,Monitor
452,Female,23,BE,Electrical Engineering,7.3,1,2,4,8,8,2,Yes,Yes,Placed,11.98,Infosys,1,1,2020,16,68.0,13.32,0.0,Low,0,Maintain momentum and continue interview prep,Track
453,Female,24,BTech,Electrical Engineering,8.59,1,2,1,10,5,5,Yes,Yes,Placed,14.13,Google,1,1,2021,15,80.9,13.436,0.0,Low,0,Maintain momentum and continue interview prep,Track
454,Female,20,BCA,Electrical Engineering,6.79,1,3,5,3,7,4,Yes,Yes,Placed,11.45,Capgemini,1,1,2022,10,62.900000000000006,12.716000000000001,0.0,Low,0,Maintain momentum and continue interview prep,Track
455,Male,22,BTech,Computer Science,8.74,2,2,5,4,6,3,Yes,Yes,Placed,12.22,Microsoft,1,1,2023,10,77.4,11.496,0.0,Low,0,Maintain momentum and continue interview prep,Track
456,Male,20,BTech,Mechanical Engineering,5.82,0,0,4,10,5,5,No,Yes,Placed,11.31,Capgemini,0,1,2019,15,58.2,8.328,0.0,Low,0,Maintain momentum and continue interview prep,Track
457,Female,24,BCA,Artificial Intelligence,7.75,1,0,0,7,6,5,No,No,Placed,10.45,Accenture,0,0,2020,13,72.5,8.3,0.0,Low,0,Maintain momentum and continue interview prep,Track
458,Female,24,BE,Artificial Intelligence,6.03,1,3,5,9,5,5,Yes,Yes,Placed,12.88,Amazon,1,1,2021,14,55.300000000000004,14.012,0.0,Low,0,Maintain momentum and continue interview prep,Track
459,Male,24,BSc,Data Science,6.76,1,3,4,4,6,0,Yes,Yes,Placed,9.36,Capgemini,1,1,2022,10,62.599999999999994,12.704,5.4,Low,0,Maintain momentum and continue interview prep,Track
460,Male,24,BTech,Artificial Intelligence,6.61,1,1,2,4,5,1,Yes,Yes,Placed,7.6,Capgemini,1,1,2023,9,61.10000000000001,8.244,25.3,Low,0,Maintain momentum and continue interview prep,Track
461,Female,21,BCA,Electrical Engineering,9.11,2,3,2,6,9,3,Yes,Yes,Placed,12.83,Google,1,1,2019,15,81.1,15.644,0.0,Low,0,Maintain momentum and continue interview prep,Track
462,Male,22,BTech,Electrical Engineering,6.33,0,3,4,9,7,3,Yes,Yes,Placed,11.46,Infosys,1,1,2020,16,63.3,14.932,0.0,Low,0,Maintain momentum and continue interview prep,Track
463,Female,24,BE,Data Science,8.98,0,0,0,4,5,3,No,No,Placed,9.36,Cognizant,0,0,2021,9,89.80000000000001,7.192,3.1,Low,1,Maintain momentum and continue interview prep,Track
464,Male,24,BCA,Computer Science,8.91,0,0,5,10,7,5,No,Yes,Placed,14.54,Amazon,0,1,2022,17,89.1,10.364,0.0,Low,1,Maintain momentum and continue interview prep,Track
465,Female,23,BSc,Artificial Intelligence,7.65,1,3,3,8,6,3,Yes,Yes,Placed,13.75,Meta,1,1,2023,14,71.5,14.66,0.0,Low,0,Maintain momentum and continue interview prep,Track
466,Male,22,BCA,Mechanical Engineering,6.51,3,1,3,3,6,2,Yes,Yes,Not Placed,0.0,Unplaced,1,1,2019,9,50.099999999999994,8.204,44.9,Medium,0,Strengthen projects and communication,Monitor
467,Female,20,BTech,Data Science,6.48,2,0,0,2,7,0,No,No,Placed,4.85,Tech Mahindra,0,0,2020,9,54.80000000000001,6.192,56.1,Medium,0,Strengthen projects and communication,Monitor
468,Male,22,BCA,Artificial Intelligence,7.5,2,0,2,4,8,1,No,Yes,Placed,8.46,Accenture,0,1,2021,12,65.0,7.800000000000001,31.0,Low,0,Maintain momentum and continue interview prep,Track
469,Male,22,BCA,Computer Science,5.54,2,2,4,4,6,4,Yes,Yes,Placed,9.11,Cognizant,1,1,2022,10,45.4,10.216000000000001,16.8,Low,0,Maintain momentum and continue interview prep,Track
470,Female,22,BTech,Mechanical Engineering,7.78,0,3,1,7,6,3,Yes,Yes,Placed,11.99,Capgemini,1,1,2023,13,77.8,14.312000000000001,0.0,Low,1,Maintain momentum and continue interview prep,Track
471,Male,24,BSc,Mechanical Engineering,9.6,0,2,4,7,6,4,Yes,Yes,Placed,13.89,Amazon,1,1,2019,13,96.0,13.04,0.0,Low,1,Maintain momentum and continue interview prep,Track
472,Female,24,BE,Computer Science,6.17,2,3,4,9,3,5,Yes,Yes,Placed,13.34,Microsoft,1,1,2020,12,51.7,13.268,0.0,Low,0,Maintain momentum and continue interview prep,Track
473,Male,21,BCA,Artificial Intelligence,7.97,1,1,3,10,4,5,Yes,Yes,Placed,14.37,Adobe,1,1,2021,14,74.7,10.788,0.0,Low,0,Maintain momentum and continue interview prep,Track
474,Female,20,BSc,Information Technology,9.64,3,2,4,2,9,0,Yes,Yes,Placed,10.79,Cognizant,1,1,2022,11,81.4,12.256,19.2,Low,0,Maintain momentum and continue interview prep,Track
475,Male,23,BE,Artificial Intelligence,9.2,0,0,3,4,9,0,No,Yes,Placed,9.21,Capgemini,0,1,2023,13,92.0,8.879999999999999,0.0,Low,1,Maintain momentum and continue interview prep,Track
476,Female,22,BTech,Data Science,9.16,0,3,1,3,6,1,Yes,Yes,Placed,9.79,Infosys,1,1,2019,9,91.6,13.264,0.0,Low,1,Maintain momentum and continue interview prep,Track
477,Male,20,BSc,Data Science,9.03,1,3,4,3,7,3,Yes,Yes,Placed,11.53,Cognizant,1,1,2020,10,85.3,13.612,0.0,Low,0,Maintain momentum and continue interview prep,Track
478,Female,20,BSc,Artificial Intelligence,6.83,1,2,0,7,7,3,Yes,No,Placed,10.15,Capgemini,1,0,2021,14,63.3,12.332,0.0,Low,0,Maintain momentum and continue interview prep,Track
479,Male,21,BCA,Electrical Engineering,9.33,0,2,4,10,10,5,Yes,Yes,Placed,15.69,Meta,1,1,2022,20,93.3,15.732,0.0,Low,1,Maintain momentum and continue interview prep,Track
480,Female,23,BTech,Data Science,9.55,1,1,5,6,8,2,Yes,Yes,Placed,12.99,Microsoft,1,1,2023,14,90.5,11.420000000000002,0.0,Low,0,Maintain momentum and continue interview prep,Track
481,Female,22,BCA,Information Technology,7.63,1,0,5,3,6,3,No,Yes,Placed,9.6,Infosys,0,1,2019,9,71.3,6.652,14.2,Low,0,Maintain momentum and continue interview prep,Track
482,Female,23,BTech,Electrical Engineering,7.02,1,1,0,8,5,5,Yes,No,Placed,11.42,Infosys,1,0,2020,13,65.19999999999999,10.008,0.0,Low,0,Maintain momentum and continue interview prep,Track
483,Male,21,BE,Information Technology,7.28,3,0,3,8,4,5,No,Yes,Placed,11.31,Accenture,0,1,2021,12,57.8,7.7120000000000015,22.3,Low,0,Maintain momentum and continue interview prep,Track
484,Female,24,BCA,Mechanical Engineering,6.94,3,0,4,7,7,5,No,Yes,Placed,11.28,Infosys,0,1,2022,14,54.400000000000006,8.376000000000001,17.4,Low,0,Maintain momentum and continue interview prep,Track
485,Male,20,BTech,Data Science,6.41,3,3,3,9,5,5,Yes,Yes,Placed,13.62,Adobe,1,1,2023,14,49.099999999999994,14.164000000000001,0.0,Low,0,Maintain momentum and continue interview prep,Track
486,Female,22,BTech,Electrical Engineering,8.16,1,0,0,3,4,5,No,No,Placed,9.09,Accenture,0,0,2019,7,76.6,6.064,19.0,Low,0,Maintain momentum and continue interview prep,Track
487,Male,24,BSc,Artificial Intelligence,7.92,1,2,3,5,6,4,Yes,Yes,Placed,11.63,Capgemini,1,1,2020,11,74.2,11.568000000000001,0.0,Low,0,Maintain momentum and continue interview prep,Track
488,Female,21,BCA,Electrical Engineering,7.49,3,3,2,6,5,2,Yes,Yes,Placed,11.42,Accenture,1,1,2021,11,59.900000000000006,13.396,16.1,Low,0,Maintain momentum and continue interview prep,Track
489,Male,23,BCA,Mechanical Engineering,5.91,3,1,5,9,9,4,Yes,Yes,Placed,11.01,Infosys,1,1,2022,18,44.1,11.564,3.5,Low,0,Maintain momentum and continue interview prep,Track
490,Male,20,BE,Information Technology,8.93,2,0,0,4,8,1,No,No,Placed,8.09,Capgemini,0,0,2023,12,79.3,8.372,26.4,Low,0,Maintain momentum and continue interview prep,Track
491,Female,22,BTech,Mechanical Engineering,6.25,0,3,3,5,6,4,Yes,Yes,Placed,10.58,Accenture,1,1,2019,11,62.5,12.9,0.0,Low,0,Maintain momentum and continue interview prep,Track
492,Male,24,BSc,Computer Science,5.99,3,2,4,9,9,5,Yes,Yes,Placed,13.23,Amazon,1,1,2020,18,44.900000000000006,13.596,0.0,Low,0,Maintain momentum and continue interview prep,Track
493,Male,24,BTech,Data Science,8.18,2,1,3,4,7,3,Yes,Yes,Placed,10.04,Capgemini,1,1,2021,11,71.8,9.672,11.9,Low,0,Maintain momentum and continue interview prep,Track
494,Female,20,BTech,Artificial Intelligence,7.21,2,3,1,2,5,1,Yes,Yes,Placed,8.41,Accenture,1,1,2022,7,62.099999999999994,11.684000000000001,27.7,Low,0,Maintain momentum and continue interview prep,Track
495,Male,23,BTech,Information Technology,5.76,3,3,0,9,9,5,Yes,No,Placed,12.32,Meta,1,0,2023,18,42.599999999999994,15.504,0.0,Low,0,Maintain momentum and continue interview prep,Track
496,Male,21,BCA,Mechanical Engineering,7.03,2,2,3,3,7,2,Yes,Yes,Placed,8.62,Capgemini,1,1,2019,10,60.3,10.812000000000001,18.8,Low,0,Maintain momentum and continue interview prep,Track
497,Male,23,BTech,Artificial Intelligence,8.82,3,2,5,6,5,5,Yes,Yes,Placed,14.66,Microsoft,1,1,2020,11,73.2,11.928,0.0,Low,0,Maintain momentum and continue interview prep,Track
498,Female,23,BE,Data Science,8.15,0,0,2,9,6,0,No,Yes,Placed,10.66,Capgemini,0,1,2021,15,81.5,9.26,0.0,Low,1,Maintain momentum and continue interview prep,Track
499,Male,23,BSc,Artificial Intelligence,7.06,0,1,5,3,5,0,Yes,Yes,Placed,6.73,TCS,1,1,2022,8,70.6,8.024000000000001,12.6,Low,1,Maintain momentum and continue interview prep,Track
500,Female,20,BSc,Data Science,6.32,0,3,1,8,4,0,Yes,Yes,Placed,10.0,Accenture,1,1,2023,12,63.2,13.328000000000001,0.0,Low,0,Maintain momentum and continue interview prep,Track
501,Male,20,BTech,Data Science,8.22,3,2,0,9,8,5,Yes,No,Placed,14.07,Microsoft,1,0,2019,17,67.2,14.088000000000001,0.0,Low,0,Maintain momentum and continue interview prep,Track
502,Male,21,BSc,Data Science,9.32,2,2,1,3,9,0,Yes,Yes,Placed,9.31,Cognizant,1,1,2020,12,83.2,12.528,11.1,Low,0,Maintain momentum and continue interview prep,Track
503,Male,23,BTech,Mechanical Engineering,8.28,3,3,4,3,4,0,Yes,Yes,Placed,10.53,Capgemini,1,1,2021,7,67.8,12.112,30.3,Low,0,Maintain momentum and continue interview prep,Track
504,Female,20,BCA,Data Science,9.0,0,2,2,4,7,2,Yes,Yes,Placed,10.21,Accenture,1,1,2022,11,90.0,12.0,0.0,Low,1,Maintain momentum and continue interview prep,Track
505,Male,21,BSc,Artificial Intelligence,7.74,2,2,4,1,6,0,Yes,Yes,Placed,7.17,Wipro,1,1,2023,7,67.4,9.896,31.6,Low,0,Maintain momentum and continue interview prep,Track
506,Male,21,BCA,Computer Science,8.59,1,0,5,2,6,0,No,Yes,Placed,7.98,Infosys,0,1,2019,8,80.9,6.636,24.5,Low,0,Maintain momentum and continue interview prep,Track
507,Female,23,BCA,Artificial Intelligence,9.35,0,3,5,1,6,1,Yes,Yes,Placed,10.48,Cognizant,1,1,2020,7,93.5,12.540000000000001,0.0,Low,1,Maintain momentum and continue interview prep,Track
508,Male,22,BE,Mechanical Engineering,8.82,3,0,3,3,5,1,No,Yes,Placed,9.0,Cognizant,0,1,2021,8,73.2,6.728000000000001,46.1,Medium,0,Strengthen projects and communication,Monitor
509,Female,23,BE,Data Science,9.41,3,1,1,6,7,1,Yes,Yes,Placed,10.96,Infosys,1,1,2022,13,79.1,10.964,20.5,Low,0,Maintain momentum and continue interview prep,Track
